Timestamp;StimuliName;FixationDuration;MappedFixationPointX;MappedFixationPointY;user;description;aois
149421;16_Hong_Kong_S1.jpg;566;1290;704;p1;color;Destination
344339;16_Hong_Kong_S1.jpg;200;1185;562;p12;color;Destination
344539;16_Hong_Kong_S1.jpg;250;993;993;p12;color
344789;16_Hong_Kong_S1.jpg;283;951;1031;p12;color;Origin
345072;16_Hong_Kong_S1.jpg;816;943;1074;p12;color;Origin
346288;16_Hong_Kong_S1.jpg;233;1197;926;p12;color;North_Point-Tiu_Ken_Long
346521;16_Hong_Kong_S1.jpg;200;1275;734;p12;color
346721;16_Hong_Kong_S1.jpg;466;1295;592;p12;color;Destination
347187;16_Hong_Kong_S1.jpg;200;1220;546;p12;color;Destination
347387;16_Hong_Kong_S1.jpg;200;1029;575;p12;color;Sham_Shui_Po-Hung_Hom
347587;16_Hong_Kong_S1.jpg;283;976;755;p12;color;Sham_Shui_Po-Hung_Hom
347870;16_Hong_Kong_S1.jpg;233;960;978;p12;color
348103;16_Hong_Kong_S1.jpg;316;908;1027;p12;color;Origin
348420;16_Hong_Kong_S1.jpg;183;769;1034;p12;color
348603;16_Hong_Kong_S1.jpg;167;1043;1016;p12;color
348770;16_Hong_Kong_S1.jpg;516;1273;966;p12;color;North_Point-Tiu_Ken_Long
349286;16_Hong_Kong_S1.jpg;250;1373;904;p12;color;North_Point-Tiu_Ken_Long
349536;16_Hong_Kong_S1.jpg;167;1397;853;p12;color;North_Point-Tiu_Ken_Long
349702;16_Hong_Kong_S1.jpg;350;1461;872;p12;color;North_Point-Tiu_Ken_Long
350385;16_Hong_Kong_S1.jpg;83;988;956;p12;color
350468;16_Hong_Kong_S1.jpg;250;936;976;p12;color
350718;16_Hong_Kong_S1.jpg;250;799;1031;p12;color
350968;16_Hong_Kong_S1.jpg;466;1003;802;p12;color;Sham_Shui_Po-Hung_Hom
351434;16_Hong_Kong_S1.jpg;216;1081;634;p12;color;Sham_Shui_Po-Hung_Hom
351651;16_Hong_Kong_S1.jpg;216;1034;594;p12;color;Sham_Shui_Po-Hung_Hom
351867;16_Hong_Kong_S1.jpg;200;991;644;p12;color;Sham_Shui_Po-Hung_Hom
352067;16_Hong_Kong_S1.jpg;133;1119;581;p12;color
352201;16_Hong_Kong_S1.jpg;350;999;713;p12;color;Sham_Shui_Po-Hung_Hom
352717;16_Hong_Kong_S1.jpg;217;1285;605;p12;color;Destination
352934;16_Hong_Kong_S1.jpg;466;1331;612;p12;color;Destination
353400;16_Hong_Kong_S1.jpg;166;1388;883;p12;color;North_Point-Tiu_Ken_Long
353566;16_Hong_Kong_S1.jpg;283;1132;995;p12;color
353849;16_Hong_Kong_S1.jpg;416;1211;972;p12;color;North_Point-Tiu_Ken_Long
354266;16_Hong_Kong_S1.jpg;183;1296;968;p12;color;North_Point-Tiu_Ken_Long
354449;16_Hong_Kong_S1.jpg;583;1463;862;p12;color;North_Point-Tiu_Ken_Long
355032;16_Hong_Kong_S1.jpg;466;1264;975;p12;color;North_Point-Tiu_Ken_Long
355498;16_Hong_Kong_S1.jpg;250;1219;970;p12;color;North_Point-Tiu_Ken_Long
355748;16_Hong_Kong_S1.jpg;300;1337;971;p12;color;North_Point-Tiu_Ken_Long
356048;16_Hong_Kong_S1.jpg;250;1477;865;p12;color;North_Point-Tiu_Ken_Long
356298;16_Hong_Kong_S1.jpg;233;1482;823;p12;color;North_Point-Tiu_Ken_Long
356531;16_Hong_Kong_S1.jpg;566;1298;618;p12;color;Destination
357264;16_Hong_Kong_S1.jpg;100;1433;607;p12;color
189742;16_Hong_Kong_S1.jpg;283;991;901;p13;color;Sham_Shui_Po-Hung_Hom
190025;16_Hong_Kong_S1.jpg;167;1148;817;p13;color;North_Point-Tiu_Ken_Long
190192;16_Hong_Kong_S1.jpg;583;924;1062;p13;color;Origin
190775;16_Hong_Kong_S1.jpg;133;777;1018;p13;color
190908;16_Hong_Kong_S1.jpg;117;1081;1006;p13;color
191025;16_Hong_Kong_S1.jpg;333;1215;957;p13;color;North_Point-Tiu_Ken_Long
191358;16_Hong_Kong_S1.jpg;183;1339;853;p13;color;North_Point-Tiu_Ken_Long
191541;16_Hong_Kong_S1.jpg;166;1344;811;p13;color;North_Point-Tiu_Ken_Long
191707;16_Hong_Kong_S1.jpg;333;1439;865;p13;color;North_Point-Tiu_Ken_Long
192041;16_Hong_Kong_S1.jpg;466;1247;961;p13;color;North_Point-Tiu_Ken_Long
192507;16_Hong_Kong_S1.jpg;233;1065;1012;p13;color
192740;16_Hong_Kong_S1.jpg;433;1260;989;p13;color;North_Point-Tiu_Ken_Long
193173;16_Hong_Kong_S1.jpg;283;1192;968;p13;color;North_Point-Tiu_Ken_Long
193456;16_Hong_Kong_S1.jpg;133;1272;981;p13;color;North_Point-Tiu_Ken_Long
193590;16_Hong_Kong_S1.jpg;899;1455;864;p13;color;North_Point-Tiu_Ken_Long
194489;16_Hong_Kong_S1.jpg;183;1367;856;p13;color;North_Point-Tiu_Ken_Long
194672;16_Hong_Kong_S1.jpg;150;1302;703;p13;color;Destination
194822;16_Hong_Kong_S1.jpg;183;1276;603;p13;color;Destination
195005;16_Hong_Kong_S1.jpg;150;1146;587;p13;color
195155;16_Hong_Kong_S1.jpg;133;1015;595;p13;color;Sham_Shui_Po-Hung_Hom
195288;16_Hong_Kong_S1.jpg;350;969;784;p13;color;Sham_Shui_Po-Hung_Hom
195638;16_Hong_Kong_S1.jpg;466;1448;852;p13;color;North_Point-Tiu_Ken_Long
196105;16_Hong_Kong_S1.jpg;200;1294;776;p13;color;North_Point-Tiu_Ken_Long
196305;16_Hong_Kong_S1.jpg;250;1054;1020;p13;color
196554;16_Hong_Kong_S1.jpg;183;925;1022;p13;color;Origin
196737;16_Hong_Kong_S1.jpg;516;1164;996;p13;color;North_Point-Tiu_Ken_Long
287677;16_Hong_Kong_S1.jpg;216;1015;692;p16;color;Sham_Shui_Po-Hung_Hom
287893;16_Hong_Kong_S1.jpg;166;922;958;p16;color
288060;16_Hong_Kong_S1.jpg;550;924;1042;p16;color;Origin
288610;16_Hong_Kong_S1.jpg;200;753;986;p16;color
288809;16_Hong_Kong_S1.jpg;166;692;995;p16;color
288976;16_Hong_Kong_S1.jpg;233;1207;837;p16;color;North_Point-Tiu_Ken_Long
289209;16_Hong_Kong_S1.jpg;250;1214;930;p16;color;North_Point-Tiu_Ken_Long
289459;16_Hong_Kong_S1.jpg;266;1304;647;p16;color;Destination
289725;16_Hong_Kong_S1.jpg;583;1300;610;p16;color;Destination
290308;16_Hong_Kong_S1.jpg;183;1374;904;p16;color;North_Point-Tiu_Ken_Long
290492;16_Hong_Kong_S1.jpg;183;1426;885;p16;color;North_Point-Tiu_Ken_Long
290675;16_Hong_Kong_S1.jpg;616;1197;975;p16;color;North_Point-Tiu_Ken_Long
291291;16_Hong_Kong_S1.jpg;200;1062;1012;p16;color
291491;16_Hong_Kong_S1.jpg;600;1264;978;p16;color;North_Point-Tiu_Ken_Long
292091;16_Hong_Kong_S1.jpg;300;1397;746;p16;color
292390;16_Hong_Kong_S1.jpg;183;1449;822;p16;color;North_Point-Tiu_Ken_Long
292574;16_Hong_Kong_S1.jpg;300;1437;880;p16;color;North_Point-Tiu_Ken_Long
292873;16_Hong_Kong_S1.jpg;483;1271;962;p16;color;North_Point-Tiu_Ken_Long
293356;16_Hong_Kong_S1.jpg;183;1019;1022;p16;color
293540;16_Hong_Kong_S1.jpg;200;975;1051;p16;color;Origin
293739;16_Hong_Kong_S1.jpg;250;1191;962;p16;color;North_Point-Tiu_Ken_Long
293989;16_Hong_Kong_S1.jpg;183;1263;967;p16;color;North_Point-Tiu_Ken_Long
294172;16_Hong_Kong_S1.jpg;200;1215;937;p16;color;North_Point-Tiu_Ken_Long
294372;16_Hong_Kong_S1.jpg;250;1169;843;p16;color;North_Point-Tiu_Ken_Long
294622;16_Hong_Kong_S1.jpg;183;1171;761;p16;color;North_Point-Tiu_Ken_Long
294805;16_Hong_Kong_S1.jpg;166;1248;661;p16;color;Destination
294972;16_Hong_Kong_S1.jpg;250;1360;889;p16;color;North_Point-Tiu_Ken_Long
295222;16_Hong_Kong_S1.jpg;200;1406;866;p16;color;North_Point-Tiu_Ken_Long
295422;16_Hong_Kong_S1.jpg;533;1436;830;p16;color;North_Point-Tiu_Ken_Long
295955;16_Hong_Kong_S1.jpg;733;1286;645;p16;color;Destination
296687;16_Hong_Kong_S1.jpg;183;1415;787;p16;color;North_Point-Tiu_Ken_Long
296871;16_Hong_Kong_S1.jpg;283;1427;871;p16;color;North_Point-Tiu_Ken_Long
297154;16_Hong_Kong_S1.jpg;333;946;1065;p16;color;Origin
297487;16_Hong_Kong_S1.jpg;167;965;1025;p16;color;Origin
297653;16_Hong_Kong_S1.jpg;266;1214;608;p16;color;Destination
297920;16_Hong_Kong_S1.jpg;333;952;710;p16;color;Sham_Shui_Po-Hung_Hom
186427;16_Hong_Kong_S1.jpg;283;1279;672;p17;color;Destination
186710;16_Hong_Kong_S1.jpg;250;992;765;p17;color;Sham_Shui_Po-Hung_Hom
186960;16_Hong_Kong_S1.jpg;200;912;986;p17;color
187160;16_Hong_Kong_S1.jpg;383;922;1058;p17;color;Origin
187543;16_Hong_Kong_S1.jpg;250;1096;969;p17;color
187793;16_Hong_Kong_S1.jpg;216;879;1004;p17;color
188009;16_Hong_Kong_S1.jpg;150;921;1039;p17;color;Origin
188159;16_Hong_Kong_S1.jpg;267;1191;973;p17;color;North_Point-Tiu_Ken_Long
188426;16_Hong_Kong_S1.jpg;433;1231;962;p17;color;North_Point-Tiu_Ken_Long
188859;16_Hong_Kong_S1.jpg;283;1183;951;p17;color;North_Point-Tiu_Ken_Long
189142;16_Hong_Kong_S1.jpg;233;1358;856;p17;color;North_Point-Tiu_Ken_Long
189375;16_Hong_Kong_S1.jpg;300;1446;846;p17;color;North_Point-Tiu_Ken_Long
189675;16_Hong_Kong_S1.jpg;366;1426;739;p17;color
190041;16_Hong_Kong_S1.jpg;400;1462;797;p17;color;North_Point-Tiu_Ken_Long
190441;16_Hong_Kong_S1.jpg;133;1381;904;p17;color;North_Point-Tiu_Ken_Long
190574;16_Hong_Kong_S1.jpg;333;1249;961;p17;color;North_Point-Tiu_Ken_Long
190907;16_Hong_Kong_S1.jpg;117;1215;946;p17;color;North_Point-Tiu_Ken_Long
191024;16_Hong_Kong_S1.jpg;533;1462;814;p17;color;North_Point-Tiu_Ken_Long
191557;16_Hong_Kong_S1.jpg;233;1331;705;p17;color;Destination
191790;16_Hong_Kong_S1.jpg;366;1463;811;p17;color;North_Point-Tiu_Ken_Long
192156;16_Hong_Kong_S1.jpg;183;1452;864;p17;color;North_Point-Tiu_Ken_Long
192340;16_Hong_Kong_S1.jpg;217;1254;968;p17;color;North_Point-Tiu_Ken_Long
192556;16_Hong_Kong_S1.jpg;167;1087;985;p17;color
192723;16_Hong_Kong_S1.jpg;283;1181;951;p17;color;North_Point-Tiu_Ken_Long
193006;16_Hong_Kong_S1.jpg;216;1269;942;p17;color;North_Point-Tiu_Ken_Long
193222;16_Hong_Kong_S1.jpg;183;1054;979;p17;color
193406;16_Hong_Kong_S1.jpg;233;817;1041;p17;color
193639;16_Hong_Kong_S1.jpg;267;721;1025;p17;color
193905;16_Hong_Kong_S1.jpg;150;655;1020;p17;color
194055;16_Hong_Kong_S1.jpg;266;664;837;p17;color;Lai_King-Cheung_Sha_Wan
194322;16_Hong_Kong_S1.jpg;183;706;789;p17;color;Lai_King-Cheung_Sha_Wan
194505;16_Hong_Kong_S1.jpg;233;782;994;p17;color
194738;16_Hong_Kong_S1.jpg;283;1393;798;p17;color;North_Point-Tiu_Ken_Long
195021;16_Hong_Kong_S1.jpg;566;1451;829;p17;color;North_Point-Tiu_Ken_Long
195587;16_Hong_Kong_S1.jpg;317;1316;697;p17;color;Destination
195904;16_Hong_Kong_S1.jpg;383;1456;804;p17;color;North_Point-Tiu_Ken_Long
196287;16_Hong_Kong_S1.jpg;200;1452;869;p17;color;North_Point-Tiu_Ken_Long
196487;16_Hong_Kong_S1.jpg;233;1290;974;p17;color;North_Point-Tiu_Ken_Long
196720;16_Hong_Kong_S1.jpg;666;1187;959;p17;color;North_Point-Tiu_Ken_Long
197386;16_Hong_Kong_S1.jpg;699;922;1024;p17;color;Origin
198086;16_Hong_Kong_S1.jpg;233;745;1039;p17;color
198319;16_Hong_Kong_S1.jpg;266;662;1052;p17;color
215468;16_Hong_Kong_S1.jpg;166;1060;852;p20;color;Sham_Shui_Po-Hung_Hom
215635;16_Hong_Kong_S1.jpg;266;1233;713;p20;color
215901;16_Hong_Kong_S1.jpg;183;1254;625;p20;color;Destination
216085;16_Hong_Kong_S1.jpg;350;982;720;p20;color;Sham_Shui_Po-Hung_Hom
216434;16_Hong_Kong_S1.jpg;183;1033;1024;p20;color
216618;16_Hong_Kong_S1.jpg;150;927;1026;p20;color;Origin
216768;16_Hong_Kong_S1.jpg;217;1062;976;p20;color
216984;16_Hong_Kong_S1.jpg;166;941;1051;p20;color;Origin
217151;16_Hong_Kong_S1.jpg;333;1208;963;p20;color;North_Point-Tiu_Ken_Long
217484;16_Hong_Kong_S1.jpg;150;1275;962;p20;color;North_Point-Tiu_Ken_Long
217634;16_Hong_Kong_S1.jpg;616;1439;813;p20;color;North_Point-Tiu_Ken_Long
218250;16_Hong_Kong_S1.jpg;250;1206;977;p20;color;North_Point-Tiu_Ken_Long
218500;16_Hong_Kong_S1.jpg;200;1007;1013;p20;color
218700;16_Hong_Kong_S1.jpg;183;943;914;p20;color;Sham_Shui_Po-Hung_Hom
218883;16_Hong_Kong_S1.jpg;150;894;1038;p20;color;Origin
219033;16_Hong_Kong_S1.jpg;300;1209;981;p20;color;North_Point-Tiu_Ken_Long
219333;16_Hong_Kong_S1.jpg;217;1277;994;p20;color;North_Point-Tiu_Ken_Long
219549;16_Hong_Kong_S1.jpg;283;1439;863;p20;color;North_Point-Tiu_Ken_Long
219832;16_Hong_Kong_S1.jpg;250;1240;978;p20;color;North_Point-Tiu_Ken_Long
220082;16_Hong_Kong_S1.jpg;300;1439;839;p20;color;North_Point-Tiu_Ken_Long
220382;16_Hong_Kong_S1.jpg;216;1312;652;p20;color;Destination
220598;16_Hong_Kong_S1.jpg;300;1454;849;p20;color;North_Point-Tiu_Ken_Long
220898;16_Hong_Kong_S1.jpg;450;1280;618;p20;color;Destination
221348;16_Hong_Kong_S1.jpg;366;1413;877;p20;color;North_Point-Tiu_Ken_Long
221714;16_Hong_Kong_S1.jpg;300;1198;963;p20;color;North_Point-Tiu_Ken_Long
222014;16_Hong_Kong_S1.jpg;250;1003;1040;p20;color;Origin
222264;16_Hong_Kong_S1.jpg;300;1364;830;p20;color;North_Point-Tiu_Ken_Long
222564;16_Hong_Kong_S1.jpg;183;1278;583;p20;color;Destination
222747;16_Hong_Kong_S1.jpg;633;896;550;p20;color;Sham_Shui_Po-Hung_Hom
335488;16_Hong_Kong_S1.jpg;200;924;1029;p21;color;Origin
335688;16_Hong_Kong_S1.jpg;166;1098;969;p21;color
335854;16_Hong_Kong_S1.jpg;466;1272;655;p21;color;Destination
336321;16_Hong_Kong_S1.jpg;366;983;715;p21;color;Sham_Shui_Po-Hung_Hom
336687;16_Hong_Kong_S1.jpg;250;1008;627;p21;color;Sham_Shui_Po-Hung_Hom
336937;16_Hong_Kong_S1.jpg;433;1276;606;p21;color;Destination
337370;16_Hong_Kong_S1.jpg;167;1064;604;p21;color;Sham_Shui_Po-Hung_Hom
337536;16_Hong_Kong_S1.jpg;216;966;690;p21;color;Sham_Shui_Po-Hung_Hom
337753;16_Hong_Kong_S1.jpg;266;961;732;p21;color;Sham_Shui_Po-Hung_Hom
338019;16_Hong_Kong_S1.jpg;216;879;985;p21;color
338236;16_Hong_Kong_S1.jpg;167;720;1028;p21;color
338403;16_Hong_Kong_S1.jpg;133;832;1044;p21;color;Origin
338536;16_Hong_Kong_S1.jpg;550;928;1050;p21;color;Origin
339085;16_Hong_Kong_S1.jpg;666;762;1029;p21;color
339752;16_Hong_Kong_S1.jpg;233;974;838;p21;color;Sham_Shui_Po-Hung_Hom
339985;16_Hong_Kong_S1.jpg;600;979;639;p21;color;Sham_Shui_Po-Hung_Hom
340584;16_Hong_Kong_S1.jpg;200;1128;565;p21;color
340784;16_Hong_Kong_S1.jpg;683;1276;592;p21;color;Destination
341467;16_Hong_Kong_S1.jpg;216;1322;613;p21;color;Destination
288418;16_Hong_Kong_S1.jpg;233;1245;601;p24;color;Destination
288651;16_Hong_Kong_S1.jpg;133;1001;766;p24;color;Sham_Shui_Po-Hung_Hom
288785;16_Hong_Kong_S1.jpg;233;1259;619;p24;color;Destination
289151;16_Hong_Kong_S1.jpg;100;1147;582;p24;color
289251;16_Hong_Kong_S1.jpg;183;981;645;p24;color;Sham_Shui_Po-Hung_Hom
289434;16_Hong_Kong_S1.jpg;183;973;729;p24;color;Sham_Shui_Po-Hung_Hom
289617;16_Hong_Kong_S1.jpg;200;899;1073;p24;color;Origin
289817;16_Hong_Kong_S1.jpg;400;930;1032;p24;color;Origin
290217;16_Hong_Kong_S1.jpg;233;693;1025;p24;color
290450;16_Hong_Kong_S1.jpg;216;662;971;p24;color
290667;16_Hong_Kong_S1.jpg;233;1283;972;p24;color;North_Point-Tiu_Ken_Long
290900;16_Hong_Kong_S1.jpg;366;1194;965;p24;color;North_Point-Tiu_Ken_Long
291266;16_Hong_Kong_S1.jpg;133;1368;938;p24;color;North_Point-Tiu_Ken_Long
291399;16_Hong_Kong_S1.jpg;316;1231;980;p24;color;North_Point-Tiu_Ken_Long
291866;16_Hong_Kong_S1.jpg;117;1201;982;p24;color;North_Point-Tiu_Ken_Long
291982;16_Hong_Kong_S1.jpg;150;992;1024;p24;color;Origin
292132;16_Hong_Kong_S1.jpg;216;1259;977;p24;color;North_Point-Tiu_Ken_Long
292349;16_Hong_Kong_S1.jpg;217;1414;879;p24;color;North_Point-Tiu_Ken_Long
292565;16_Hong_Kong_S1.jpg;433;1461;800;p24;color;North_Point-Tiu_Ken_Long
292998;16_Hong_Kong_S1.jpg;283;1446;864;p24;color;North_Point-Tiu_Ken_Long
293281;16_Hong_Kong_S1.jpg;200;1290;924;p24;color;North_Point-Tiu_Ken_Long
293481;16_Hong_Kong_S1.jpg;183;1262;957;p24;color;North_Point-Tiu_Ken_Long
293665;16_Hong_Kong_S1.jpg;183;1444;832;p24;color;North_Point-Tiu_Ken_Long
293848;16_Hong_Kong_S1.jpg;183;1311;728;p24;color
294031;16_Hong_Kong_S1.jpg;550;1280;619;p24;color;Destination
294581;16_Hong_Kong_S1.jpg;849;1058;594;p24;color;Sham_Shui_Po-Hung_Hom
63096;16_Hong_Kong_S1.jpg;416;1164;984;p25;color;North_Point-Tiu_Ken_Long
63512;16_Hong_Kong_S1.jpg;283;1249;992;p25;color;North_Point-Tiu_Ken_Long
63795;16_Hong_Kong_S1.jpg;266;1312;669;p25;color;Destination
64062;16_Hong_Kong_S1.jpg;233;1248;570;p25;color;Destination
64295;16_Hong_Kong_S1.jpg;216;1380;836;p25;color;North_Point-Tiu_Ken_Long
64512;16_Hong_Kong_S1.jpg;350;1421;866;p25;color;North_Point-Tiu_Ken_Long
64861;16_Hong_Kong_S1.jpg;216;1434;789;p25;color;North_Point-Tiu_Ken_Long
65078;16_Hong_Kong_S1.jpg;483;1413;884;p25;color;North_Point-Tiu_Ken_Long
65561;16_Hong_Kong_S1.jpg;650;1172;995;p25;color;North_Point-Tiu_Ken_Long
66210;16_Hong_Kong_S1.jpg;316;1239;992;p25;color;North_Point-Tiu_Ken_Long
66527;16_Hong_Kong_S1.jpg;333;1405;855;p25;color;North_Point-Tiu_Ken_Long
66860;16_Hong_Kong_S1.jpg;633;1256;586;p25;color;Destination
67493;16_Hong_Kong_S1.jpg;266;1064;565;p25;color;Sham_Shui_Po-Hung_Hom
67943;16_Hong_Kong_S1.jpg;166;964;934;p25;color
68109;16_Hong_Kong_S1.jpg;400;940;1036;p25;color;Origin
68509;16_Hong_Kong_S1.jpg;183;1110;1004;p25;color
68692;16_Hong_Kong_S1.jpg;250;787;1025;p25;color
68942;16_Hong_Kong_S1.jpg;200;755;1001;p25;color
69142;16_Hong_Kong_S1.jpg;500;967;681;p25;color;Sham_Shui_Po-Hung_Hom
69641;16_Hong_Kong_S1.jpg;250;973;599;p25;color;Sham_Shui_Po-Hung_Hom
69891;16_Hong_Kong_S1.jpg;283;1150;554;p25;color
70174;16_Hong_Kong_S1.jpg;799;1303;583;p25;color;Destination
70974;16_Hong_Kong_S1.jpg;150;512;236;p25;color
71124;16_Hong_Kong_S1.jpg;366;496;161;p25;color
187845;16_Hong_Kong_S1.jpg;316;1257;576;p28;color;Destination
188161;16_Hong_Kong_S1.jpg;316;1420;758;p28;color
188478;16_Hong_Kong_S1.jpg;183;860;1040;p28;color;Origin
188661;16_Hong_Kong_S1.jpg;466;911;1041;p28;color;Origin
189127;16_Hong_Kong_S1.jpg;117;845;1006;p28;color;Origin
189244;16_Hong_Kong_S1.jpg;233;1123;981;p28;color
189477;16_Hong_Kong_S1.jpg;250;676;992;p28;color
189727;16_Hong_Kong_S1.jpg;183;539;996;p28;color
189910;16_Hong_Kong_S1.jpg;166;711;1022;p28;color
190077;16_Hong_Kong_S1.jpg;200;1219;1004;p28;color;North_Point-Tiu_Ken_Long
190276;16_Hong_Kong_S1.jpg;167;1389;1080;p28;color
190443;16_Hong_Kong_S1.jpg;550;1169;965;p28;color;North_Point-Tiu_Ken_Long
190993;16_Hong_Kong_S1.jpg;483;1253;963;p28;color;North_Point-Tiu_Ken_Long
191476;16_Hong_Kong_S1.jpg;183;1364;870;p28;color;North_Point-Tiu_Ken_Long
191659;16_Hong_Kong_S1.jpg;200;1364;651;p28;color;Destination
191859;16_Hong_Kong_S1.jpg;216;1310;603;p28;color;Destination
192075;16_Hong_Kong_S1.jpg;966;1456;849;p28;color;North_Point-Tiu_Ken_Long
193041;16_Hong_Kong_S1.jpg;566;1170;966;p28;color;North_Point-Tiu_Ken_Long
193607;16_Hong_Kong_S1.jpg;167;954;1006;p28;color;Origin
193774;16_Hong_Kong_S1.jpg;300;849;976;p28;color
194074;16_Hong_Kong_S1.jpg;433;649;979;p28;color
194507;16_Hong_Kong_S1.jpg;166;652;747;p28;color;Lai_King-Cheung_Sha_Wan
194673;16_Hong_Kong_S1.jpg;250;664;992;p28;color
194923;16_Hong_Kong_S1.jpg;167;637;1022;p28;color
195090;16_Hong_Kong_S1.jpg;200;932;1033;p28;color;Origin
195290;16_Hong_Kong_S1.jpg;166;992;979;p28;color
195456;16_Hong_Kong_S1.jpg;167;1137;914;p28;color
195623;16_Hong_Kong_S1.jpg;350;1180;938;p28;color;North_Point-Tiu_Ken_Long
195973;16_Hong_Kong_S1.jpg;117;1142;1051;p28;color
196089;16_Hong_Kong_S1.jpg;233;1182;940;p28;color;North_Point-Tiu_Ken_Long
196322;16_Hong_Kong_S1.jpg;117;1296;896;p28;color;North_Point-Tiu_Ken_Long
196439;16_Hong_Kong_S1.jpg;283;1117;968;p28;color
196722;16_Hong_Kong_S1.jpg;333;910;1033;p28;color;Origin
197055;16_Hong_Kong_S1.jpg;233;830;876;p28;color;Sham_Shui_Po-Hung_Hom
197288;16_Hong_Kong_S1.jpg;133;912;944;p28;color
197422;16_Hong_Kong_S1.jpg;316;1060;879;p28;color;Sham_Shui_Po-Hung_Hom
197738;16_Hong_Kong_S1.jpg;217;1145;955;p28;color;North_Point-Tiu_Ken_Long
197955;16_Hong_Kong_S1.jpg;183;1330;792;p28;color;North_Point-Tiu_Ken_Long
198138;16_Hong_Kong_S1.jpg;167;1258;964;p28;color;North_Point-Tiu_Ken_Long
198304;16_Hong_Kong_S1.jpg;483;1169;961;p28;color;North_Point-Tiu_Ken_Long
198787;16_Hong_Kong_S1.jpg;117;1263;959;p28;color;North_Point-Tiu_Ken_Long
198904;16_Hong_Kong_S1.jpg;233;1356;947;p28;color;North_Point-Tiu_Ken_Long
199137;16_Hong_Kong_S1.jpg;750;1257;972;p28;color;North_Point-Tiu_Ken_Long
199887;16_Hong_Kong_S1.jpg;216;1351;942;p28;color;North_Point-Tiu_Ken_Long
200103;16_Hong_Kong_S1.jpg;700;1447;861;p28;color;North_Point-Tiu_Ken_Long
200803;16_Hong_Kong_S1.jpg;166;1371;746;p28;color
200969;16_Hong_Kong_S1.jpg;167;1307;692;p28;color;Destination
201136;16_Hong_Kong_S1.jpg;633;1301;601;p28;color;Destination
201885;16_Hong_Kong_S1.jpg;166;1234;561;p28;color;Destination
202052;16_Hong_Kong_S1.jpg;949;976;800;p28;color;Sham_Shui_Po-Hung_Hom
167861;16_Hong_Kong_S1.jpg;250;1168;951;p29;color;North_Point-Tiu_Ken_Long
168111;16_Hong_Kong_S1.jpg;200;1254;969;p29;color;North_Point-Tiu_Ken_Long
168311;16_Hong_Kong_S1.jpg;216;1223;1005;p29;color;North_Point-Tiu_Ken_Long
168528;16_Hong_Kong_S1.jpg;266;1308;965;p29;color;North_Point-Tiu_Ken_Long
168794;16_Hong_Kong_S1.jpg;350;1187;970;p29;color;North_Point-Tiu_Ken_Long
169144;16_Hong_Kong_S1.jpg;167;1292;961;p29;color;North_Point-Tiu_Ken_Long
169310;16_Hong_Kong_S1.jpg;233;1454;688;p29;color
169544;16_Hong_Kong_S1.jpg;150;1497;651;p29;color
169694;16_Hong_Kong_S1.jpg;433;1447;857;p29;color;North_Point-Tiu_Ken_Long
170360;16_Hong_Kong_S1.jpg;266;1316;665;p29;color;Destination
170626;16_Hong_Kong_S1.jpg;283;1268;564;p29;color;Destination
170909;16_Hong_Kong_S1.jpg;333;1082;979;p29;color
171242;16_Hong_Kong_S1.jpg;183;733;971;p29;color
171426;16_Hong_Kong_S1.jpg;600;1173;951;p29;color;North_Point-Tiu_Ken_Long
172275;16_Hong_Kong_S1.jpg;83;1246;946;p29;color;North_Point-Tiu_Ken_Long
172358;16_Hong_Kong_S1.jpg;200;1437;891;p29;color;North_Point-Tiu_Ken_Long
172558;16_Hong_Kong_S1.jpg;200;1343;888;p29;color;North_Point-Tiu_Ken_Long
172758;16_Hong_Kong_S1.jpg;216;1479;849;p29;color;North_Point-Tiu_Ken_Long
172975;16_Hong_Kong_S1.jpg;283;1522;848;p29;color;North_Point-Tiu_Ken_Long
173258;16_Hong_Kong_S1.jpg;483;1517;922;p29;color;North_Point-Tiu_Ken_Long
173741;16_Hong_Kong_S1.jpg;283;1037;1196;p29;color
174407;16_Hong_Kong_S1.jpg;150;1500;1177;p29;color
174740;16_Hong_Kong_S1.jpg;116;1175;682;p29;color
174857;16_Hong_Kong_S1.jpg;316;1297;632;p29;color;Destination
175173;16_Hong_Kong_S1.jpg;899;1352;640;p29;color;Destination
176072;16_Hong_Kong_S1.jpg;916;1234;643;p29;color;Destination
148854;16_Hong_Kong_S1.jpg;200;913;993;p32;color
149054;16_Hong_Kong_S1.jpg;316;918;1049;p32;color;Origin
149371;16_Hong_Kong_S1.jpg;266;710;1042;p32;color
149637;16_Hong_Kong_S1.jpg;283;640;1035;p32;color
149920;16_Hong_Kong_S1.jpg;266;635;972;p32;color
150187;16_Hong_Kong_S1.jpg;216;660;796;p32;color;Lai_King-Cheung_Sha_Wan
150403;16_Hong_Kong_S1.jpg;266;640;1013;p32;color
150670;16_Hong_Kong_S1.jpg;266;1090;1020;p32;color
150936;16_Hong_Kong_S1.jpg;533;1179;983;p32;color;North_Point-Tiu_Ken_Long
151469;16_Hong_Kong_S1.jpg;366;1329;850;p32;color;North_Point-Tiu_Ken_Long
151836;16_Hong_Kong_S1.jpg;183;1436;890;p32;color;North_Point-Tiu_Ken_Long
152019;16_Hong_Kong_S1.jpg;433;1179;977;p32;color;North_Point-Tiu_Ken_Long
