Timestamp;StimuliName;FixationDuration;MappedFixationPointX;MappedFixationPointY;user;description;aois
9066;02_Berlin_S1.jpg;149;1067;681;p1;color
9215;02_Berlin_S1.jpg;266;1116;757;p1;color;Origin
9481;02_Berlin_S1.jpg;217;1020;723;p1;color
9698;02_Berlin_S1.jpg;183;711;781;p1;color;Konstanzer_Str-Kleistpark
9881;02_Berlin_S1.jpg;183;439;776;p1;color;Konstanzer_Str-Kleistpark
10064;02_Berlin_S1.jpg;167;328;552;p1;color
10231;02_Berlin_S1.jpg;400;310;359;p1;color
10631;02_Berlin_S1.jpg;666;246;336;p1;color
11297;02_Berlin_S1.jpg;333;172;279;p1;color;Destination
89294;02_Berlin_S1.jpg;233;321;231;p12;color
89528;02_Berlin_S1.jpg;799;147;174;p12;color;Destination
90327;02_Berlin_S1.jpg;483;90;78;p12;color
91276;02_Berlin_S1.jpg;316;1109;62;p12;color
91593;02_Berlin_S1.jpg;433;1216;39;p12;color
92026;02_Berlin_S1.jpg;217;1153;794;p12;color;Origin
92243;02_Berlin_S1.jpg;300;1149;751;p12;color;Origin
92542;02_Berlin_S1.jpg;633;1001;700;p12;color
93175;02_Berlin_S1.jpg;200;1151;757;p12;color;Origin
93375;02_Berlin_S1.jpg;350;1237;752;p12;color
93725;02_Berlin_S1.jpg;383;1232;803;p12;color
94108;02_Berlin_S1.jpg;200;1211;840;p12;color;Origin
94308;02_Berlin_S1.jpg;350;1140;756;p12;color;Origin
94824;02_Berlin_S1.jpg;216;1043;669;p12;color
95041;02_Berlin_S1.jpg;216;1003;681;p12;color
95257;02_Berlin_S1.jpg;250;946;714;p12;color
95507;02_Berlin_S1.jpg;183;601;753;p12;color;Konstanzer_Str-Kleistpark
95690;02_Berlin_S1.jpg;167;422;759;p12;color;Konstanzer_Str-Kleistpark
95857;02_Berlin_S1.jpg;216;341;559;p12;color
96073;02_Berlin_S1.jpg;350;335;262;p12;color
96423;02_Berlin_S1.jpg;250;278;323;p12;color
96673;02_Berlin_S1.jpg;500;352;423;p12;color
97173;02_Berlin_S1.jpg;699;240;308;p12;color
97872;02_Berlin_S1.jpg;350;140;188;p12;color;Destination
98355;02_Berlin_S1.jpg;133;1181;803;p12;color;Origin
32914;02_Berlin_S1.jpg;167;1036;696;p13;color
33081;02_Berlin_S1.jpg;350;1131;763;p13;color;Origin
33431;02_Berlin_S1.jpg;233;1002;731;p13;color
33664;02_Berlin_S1.jpg;200;1097;738;p13;color;Origin
33864;02_Berlin_S1.jpg;350;181;283;p13;color;Destination
34214;02_Berlin_S1.jpg;283;160;219;p13;color;Destination
34497;02_Berlin_S1.jpg;200;613;475;p13;color;Hauptbahnhof
34697;02_Berlin_S1.jpg;117;716;528;p13;color;Hauptbahnhof
34813;02_Berlin_S1.jpg;216;882;627;p13;color
35030;02_Berlin_S1.jpg;167;938;666;p13;color
35196;02_Berlin_S1.jpg;383;1074;735;p13;color
35579;02_Berlin_S1.jpg;150;1037;704;p13;color
35729;02_Berlin_S1.jpg;216;1116;734;p13;color;Origin
35946;02_Berlin_S1.jpg;283;1005;682;p13;color
36229;02_Berlin_S1.jpg;450;924;671;p13;color
36679;02_Berlin_S1.jpg;283;987;684;p13;color
36962;02_Berlin_S1.jpg;183;930;700;p13;color
37145;02_Berlin_S1.jpg;300;651;640;p13;color;Hauptbahnhof
37445;02_Berlin_S1.jpg;116;399;615;p13;color
37561;02_Berlin_S1.jpg;133;373;512;p13;color
37695;02_Berlin_S1.jpg;233;349;453;p13;color
37928;02_Berlin_S1.jpg;133;531;730;p13;color;Konstanzer_Str-Kleistpark
38061;02_Berlin_S1.jpg;200;851;784;p13;color;Konstanzer_Str-Kleistpark
38261;02_Berlin_S1.jpg;183;967;744;p13;color
38444;02_Berlin_S1.jpg;233;1010;713;p13;color
38677;02_Berlin_S1.jpg;283;339;616;p13;color
38961;02_Berlin_S1.jpg;350;337;405;p13;color
39310;02_Berlin_S1.jpg;183;183;267;p13;color;Destination
39493;02_Berlin_S1.jpg;200;140;257;p13;color;Destination
39693;02_Berlin_S1.jpg;533;1074;708;p13;color
40226;02_Berlin_S1.jpg;216;1111;747;p13;color;Origin
40443;02_Berlin_S1.jpg;167;907;757;p13;color
40609;02_Berlin_S1.jpg;150;658;780;p13;color;Konstanzer_Str-Kleistpark
40759;02_Berlin_S1.jpg;183;452;777;p13;color;Konstanzer_Str-Kleistpark
4968;02_Berlin_S1.jpg;150;1013;664;p16;color
5118;02_Berlin_S1.jpg;749;1146;764;p16;color;Origin
5867;02_Berlin_S1.jpg;266;991;462;p16;color;Stadmitte
